Date,Time,Exercise,Set,Weight,Reps,Note
26.09.21,12:19:42,Dumbbell Lateral Raise (standing),2,5,12,
26.09.21,12:19:43,Dumbbell Lateral Raise (standing),3,5,12,
26.09.21,12:19:44,Machine Triceps Press (seated),1,36,12,
26.09.21,12:19:45,Machine Triceps Press (seated),2,41,12,
26.09.21,12:19:46,Machine Triceps Press (seated),3,41,12,
24.09.21,12:14:15,Barbell Squats (standing),1,20,10,
24.09.21,12:14:16,Barbell Squats (standing),2,25,5,
24.09.21,12:14:17,Barbell Squats (standing),3,35,4,
24.09.21,12:14:18,Barbell Squats (standing),4,45,3,
24.09.21,12:14:19,Barbell Squats (standing),5,50,2,
24.09.21,12:14:20,Barbell Squats (standing),6,55,4,
24.09.21,12:14:21,Barbell Squats (standing),7,55,4,
24.09.21,12:14:22,Barbell Squats (standing),8,55,4,
24.09.21,12:14:23,Barbell Squats (standing),9,55,4,
24.09.21,12:14:24,Barbell Romanian Deadlift,1,20,10,
24.09.21,12:14:25,Barbell Romanian Deadlift,2,20,10,
24.09.21,12:14:26,Barbell Romanian Deadlift,3,20,10,
24.09.21,12:14:27,Machine Leg Press (incline),1,10,15,
24.09.21,12:14:28,Machine Leg Press (incline),2,10,15,
24.09.21,12:14:29,Machine Leg Press (incline),3,10,15,
24.09.21,12:14:30,Machine Leg Extension (seated),1,18,12,Set chair back and control the eccentric. 
24.09.21,12:14:31,Machine Leg Extension (seated),2,25,12,
24.09.21,12:14:32,Machine Leg Extension (seated),3,32,12,
24.09.21,12:14:33,Machine Leg Curl (seated),1,32,12,
24.09.21,12:14:34,Machine Leg Curl (seated),2,32,12,
24.09.21,12:14:35,Machine Leg Curl (seated),3,32,18,
24.09.21,12:14:36,Machine Leg Curl (seated),4,18,20,
24.09.21,12:14:37,Machine Calf Raise (standing),1,20,10,
24.09.21,12:14:38,Machine Calf Raise (standing),2,20,12,
24.09.21,12:14:39,Machine Calf Raise (standing),3,20,12,
24.09.21,12:14:40,Crunches (decline),1,0,12,
24.09.21,12:14:41,Crunches (decline),2,0,12,
24.09.21,12:14:42,Planks,1,,,
24.09.21,12:14:43,Planks,2,,,
23.09.21,11:10:24,Pull-ups| Overhand Medium Grip,1,0,6,
23.09.21,11:10:25,Pull-ups| Overhand Medium Grip,2,0,4,
23.09.21,11:10:26,Supported Machine Pull-ups| Overhand Medium Grip,1,25,6,
23.09.21,11:10:27,Supported Machine Pull-ups| Overhand Medium Grip,2,25,6,
23.09.21,11:10:28,Pulley Machine Row (seated),1,18,12,
23.09.21,11:10:29,Pulley Machine Row (seated),2,18,12,
23.09.21,11:10:30,Pulley Machine Row (seated),3,18,12,
23.09.21,11:10:31,Pulley Machine Lats Pullover (standing),1,18,12,"1 second up, 1 second down"
23.09.21,11:10:32,Pulley Machine Lats Pullover (standing),2,23,15,
23.09.21,11:10:33,Pulley Machine Lats Pullover (standing),3,23,15,
23.09.21,11:10:34,Dumbbell Biceps Hammer Curl (standing),1,8,10,"bro curls"""""
23.09.21,11:10:35,Dumbbell Biceps Hammer Curl (standing),2,8,10,
23.09.21,11:10:36,Dumbbell Biceps Hammer Curl (standing),3,8,10,
23.09.21,11:10:37,Dumbbell Biceps Curl (incline),1,6,15,Keep elbows back. Supinate.
23.09.21,11:10:38,Dumbbell Biceps Curl (incline),2,6,15,
23.09.21,11:10:39,Barbell Flat Bench Press,1,45,8,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
23.09.21,11:10:40,Barbell Flat Bench Press,2,45,8,
23.09.21,11:10:41,Barbell Flat Bench Press,3,45,8,
23.09.21,11:10:42,Machine Shoulder Press (seated),1,32,8,
23.09.21,11:10:43,Machine Shoulder Press (seated),2,27,4,
23.09.21,11:10:44,Machine Shoulder Press (seated),3,23,12,
23.09.21,11:10:45,Machine Shoulder Press (seated),4,23,12,
23.09.21,11:10:46,Supported Machine Dips,1,50,12,
23.09.21,11:10:47,Supported Machine Dips,2,50,12,
23.09.21,11:10:48,Supported Machine Dips,3,54,9,
23.09.21,11:10:49,EZ-Bar Triceps French Press (lying),1,10,12,
23.09.21,11:10:50,EZ-Bar Triceps French Press (lying),2,10,12,
23.09.21,11:10:51,EZ-Bar Triceps French Press (lying),3,10,12,
23.09.21,11:10:52,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,12,
23.09.21,11:10:53,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,12,
23.09.21,11:10:54,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,12,
23.09.21,11:10:55,Single Arm Pulley Machine Lateral Raise (standing),4,4.5,4,
23.09.21,11:10:56,Single Arm Pulley Machine Lateral Raise (standing),5,4.5,4,
23.09.21,11:10:57,Pulley Machine Triceps Kickback (bent over),1,4.5,18,
23.09.21,11:10:58,Pulley Machine Triceps Kickback (bent over),2,4.5,6,
23.09.21,11:10:59,Pulley Machine Triceps Kickback (bent over),3,4.5,8,
21.09.21,11:48:36,Barbell Squats (standing),1,20,8,
21.09.21,11:48:37,Barbell Squats (standing),2,30,8,
21.09.21,11:48:38,Barbell Squats (standing),3,40,8,
21.09.21,11:48:39,Barbell Squats (standing),4,40,8,
21.09.21,11:48:40,Barbell Squats (standing),5,40,8,
21.09.21,11:48:41,Barbell Squats (standing),6,40,8,
21.09.21,11:48:42,Machine Calf Raise (standing),1,30,12,
21.09.21,11:48:43,Machine Calf Raise (standing),2,20,12,
21.09.21,11:48:44,Machine Calf Raise (standing),3,20,8,
21.09.21,11:48:45,Machine Leg Extension (seated),1,32,12,
21.09.21,11:48:46,Machine Leg Extension (seated),2,32,12,
21.09.21,11:48:47,Machine Leg Extension (seated),3,32,12,
21.09.21,11:48:48,Knee Raise (hanging),1,,12,
21.09.21,11:48:49,Knee Raise (hanging),2,,12,
21.09.21,11:48:50,Knee Raise (hanging),3,,12,
21.09.21,11:48:51,Machine Leg Curl (prone),1,27,10,
21.09.21,11:48:52,Machine Leg Curl (prone),2,23,12,
21.09.21,11:48:53,Machine Leg Curl (prone),3,23,12,
21.09.21,11:48:54,Pull-ups| Overhand Medium Grip,1,0,5,
21.09.21,11:48:55,Pull-ups| Overhand Medium Grip,2,0,4,
21.09.21,11:48:56,Pull-ups| Overhand Medium Grip,3,0,3,
21.09.21,11:48:57,Pull-ups| Overhand Medium Grip,4,0,3,
21.09.21,11:48:58,Pull-ups| Overhand Medium Grip,5,0,3,
21.09.21,11:48:59,Pull-ups| Overhand Medium Grip,6,0,3,
21.09.21,11:49:00,Barbell Upright Row (standing),1,15,12,
21.09.21,11:49:01,Barbell Upright Row (standing),2,15,12,
21.09.21,11:49:02,Barbell Upright Row (standing),3,15,13,
21.09.21,11:49:03,Leverage Machine Row (seated),1,32,12,
21.09.21,11:49:04,Leverage Machine Row (seated),2,32,12,
21.09.21,11:49:05,Leverage Machine Row (seated),3,32,12,
21.09.21,11:49:06,Pulley Machine Face Pulls (standing),1,12.5,12,
21.09.21,11:49:07,Pulley Machine Face Pulls (standing),2,12.5,12,
21.09.21,11:49:08,Pulley Machine Face Pulls (standing),3,12.5,12,
21.09.21,11:49:09,Reverse Barbell Forearm Curl (standing),1,10,12,
21.09.21,11:49:10,Reverse Barbell Forearm Curl (standing),2,10,12,
21.09.21,11:49:11,Reverse Barbell Forearm Curl (standing),3,10,12,
21.09.21,11:49:12,Scott Machine Biceps Curl (seated),1,23,12,
21.09.21,11:49:13,Scott Machine Biceps Curl (seated),2,23,10,
21.09.21,11:49:14,Scott Machine Biceps Curl (seated),3,18,8,
21.09.21,11:49:15,Scott Machine Biceps Curl (seated),4,14,4,
19.09.21,11:39:24,Barbell Flat Bench Press,1,20,12,
19.09.21,11:39:25,Barbell Flat Bench Press,2,30,5,
19.09.21,11:39:26,Barbell Flat Bench Press,3,40,5,
19.09.21,11:39:27,Barbell Flat Bench Press,4,45,5,
19.09.21,11:39:28,Barbell Flat Bench Press,5,50,8,
19.09.21,11:39:29,Barbell Flat Bench Press,6,50,5,
19.09.21,11:39:30,Barbell Flat Bench Press,7,55,5,
19.09.21,11:39:31,Bar Dips,1,0,5,
19.09.21,11:39:32,Bar Dips,2,0,4,
19.09.21,11:39:33,Bar Dips,3,0,4,
19.09.21,11:39:34,Barbell Shoulder Press (standing),1,20,7,
19.09.21,11:39:35,Barbell Shoulder Press (standing),2,20,5,
19.09.21,11:39:36,Barbell Shoulder Press (standing),3,20,5,
19.09.21,11:39:37,Barbell Shoulder Press (standing),4,20,3,
19.09.21,11:39:38,Barbell Shoulder Press (standing),5,20,6,
19.09.21,11:39:39,Pulley Machine Rope Triceps Press (standing),1,18,12,
19.09.21,11:39:40,Pulley Machine Rope Triceps Press (standing),2,18,12,
19.09.21,11:39:41,Pulley Machine Rope Triceps Press (standing),3,18,11,
19.09.21,11:39:42,Pulley Machine Rope Triceps Press (standing),4,18,9,
19.09.21,11:39:43,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,10,
19.09.21,11:39:44,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,10,
19.09.21,11:39:45,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,8,
19.09.21,11:39:46,Pull-ups| Overhand Medium Grip,1,0,5,
19.09.21,11:39:47,Pull-ups| Overhand Medium Grip,2,0,4,
19.09.21,11:39:48,Pull-ups| Overhand Medium Grip,3,0,3,
19.09.21,11:39:49,Pull-ups| Overhand Medium Grip,4,0,3,
19.09.21,11:39:50,Pull-ups| Overhand Medium Grip,5,0,2,
19.09.21,11:39:51,Pulley Machine Pulldown To Chest| Wide Grip (seated),1,32,12,
19.09.21,11:39:52,Pulley Machine Pulldown To Chest| Wide Grip (seated),2,32,12,
19.09.21,11:39:53,Pulley Machine Pulldown To Chest| Wide Grip (seated),3,32,12,
19.09.21,11:39:54,Barbell Row| Bent Over (standing),1,20,12,
19.09.21,11:39:55,Barbell Row| Bent Over (standing),2,30,8,
19.09.21,11:39:56,Barbell Row| Bent Over (standing),3,30,8,
19.09.21,11:39:57,Barbell Row| Bent Over (standing),4,30,8,
19.09.21,11:39:58,Barbell Row| Bent Over (standing),5,30,8,
19.09.21,11:39:59,Barbell Upright Row (standing),1,15,12,
19.09.21,11:40:00,Barbell Upright Row (standing),2,15,12,
19.09.21,11:40:01,Barbell Upright Row (standing),3,15,12,
19.09.21,11:40:02,Pulley Machine Face Pulls (standing),1,23,12,
19.09.21,11:40:03,Pulley Machine Face Pulls (standing),2,23,12,
19.09.21,11:40:04,Pulley Machine Face Pulls (standing),3,27,12,
19.09.21,11:40:05,Reverse Barbell Forearm Curl (standing),1,10,12,
19.09.21,11:40:06,Reverse Barbell Forearm Curl (standing),2,15,12,
19.09.21,11:40:07,Reverse Barbell Forearm Curl (standing),3,15,12,
19.09.21,11:40:08,Barbell Biceps Curl (standing),1,15,12,
19.09.21,11:40:09,Barbell Biceps Curl (standing),2,15,12,
19.09.21,11:40:10,Barbell Biceps Curl (standing),3,10,12,
19.09.21,11:40:11,Reverse Machine Flys (seated),1,25,12,
19.09.21,11:40:12,Reverse Machine Flys (seated),2,25,12,
19.09.21,11:40:13,Reverse Machine Flys (seated),3,25,12,
17.09.21,11:19:00,Barbell Squats (standing),1,20,8,
17.09.21,11:19:01,Barbell Squats (standing),2,30,8,
17.09.21,11:19:02,Barbell Squats (standing),3,40,8,
17.09.21,11:19:03,Barbell Squats (standing),4,40,8,
17.09.21,11:19:04,Barbell Squats (standing),5,40,8,
17.09.21,11:19:05,Barbell Squats (standing),6,40,8,
17.09.21,11:19:06,Barbell Deadlift,1,50,5,
17.09.21,11:19:07,Machine Calf Raise (standing),1,40,12,
17.09.21,11:19:08,Machine Calf Raise (standing),2,30,10,
17.09.21,11:19:09,Machine Calf Raise (standing),3,30,10,
17.09.21,11:19:10,Machine Leg Extension (seated),1,32,12,
17.09.21,11:19:11,Machine Leg Extension (seated),2,32,12,
17.09.21,11:19:12,Machine Leg Extension (seated),3,32,12,
17.09.21,11:19:13,Knee Raise (hanging),1,,8,
17.09.21,11:19:14,Knee Raise (hanging),2,,5,
17.09.21,11:19:15,Crunches (decline),1,0,12,
17.09.21,11:19:16,Crunches (decline),2,0,12,
17.09.21,11:19:17,Crunches (decline),3,0,12,
17.09.21,11:19:18,Machine Leg Curl (prone),1,27,12,
17.09.21,11:19:19,Machine Leg Curl (prone),2,27,12,
17.09.21,11:19:20,Machine Leg Curl (prone),3,27,12,
17.09.21,11:19:21,Barbell Flat Bench Press,1,20,8,
17.09.21,11:19:22,Barbell Flat Bench Press,2,30,5,
17.09.21,11:19:23,Barbell Flat Bench Press,3,40,5,
17.09.21,11:19:24,Barbell Flat Bench Press,4,45,5,
17.09.21,11:19:25,Barbell Flat Bench Press,5,50,5,
17.09.21,11:19:26,Barbell Flat Bench Press,6,50,5,
17.09.21,11:19:27,Barbell Flat Bench Press,7,50,4,
17.09.21,11:19:28,Barbell Flat Bench Press,8,45,5,
17.09.21,11:19:29,Barbell Flat Bench Press,9,45,5,
17.09.21,11:19:30,Bar Dips,1,0,5,
17.09.21,11:19:31,Bar Dips,2,0,5,
17.09.21,11:19:32,Bar Dips,3,0,5,
17.09.21,11:19:33,Bar Dips,4,0,5,
17.09.21,11:19:34,Bar Dips,5,0,5,
17.09.21,11:19:35,Smith Machine Shoulder Press (seated),1,20,12,
17.09.21,11:19:36,Smith Machine Shoulder Press (seated),2,30,5,
17.09.21,11:19:37,Smith Machine Shoulder Press (seated),3,40,5,
17.09.21,11:19:38,Smith Machine Shoulder Press (seated),4,40,5,
17.09.21,11:19:39,Smith Machine Shoulder Press (seated),5,40,5,
17.09.21,11:19:40,Smith Machine Shoulder Press (seated),6,40,5,
17.09.21,11:19:41,Smith Machine Shoulder Press (seated),7,40,5,
17.09.21,11:19:42,Pulley Machine Rope Triceps Press (standing),1,18,12,
17.09.21,11:19:43,Pulley Machine Rope Triceps Press (standing),2,23,10,
17.09.21,11:19:44,Pulley Machine Rope Triceps Press (standing),3,18,12,
17.09.21,11:19:45,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,12,
17.09.21,11:19:46,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,8,
17.09.21,11:19:47,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,7,
12.09.21,12:21:41,Barbell Flat Bench Press,1,20,12,
12.09.21,12:21:42,Barbell Flat Bench Press,2,30,5,
12.09.21,12:21:43,Barbell Flat Bench Press,3,40,5,
12.09.21,12:21:44,Barbell Flat Bench Press,4,45,5,
12.09.21,12:21:45,Barbell Flat Bench Press,5,45,5,
12.09.21,12:21:46,Barbell Flat Bench Press,6,45,5,
12.09.21,12:21:47,Barbell Flat Bench Press,7,45,6,
12.09.21,12:21:48,Barbell Flat Bench Press,8,45,5,
12.09.21,12:21:49,Barbell Flat Bench Press,9,50,5,
12.09.21,12:21:50,Bar Dips,1,0,5,
12.09.21,12:21:51,Bar Dips,2,0,5,
12.09.21,12:21:52,Bar Dips,3,0,6,
12.09.21,12:21:53,Bar Dips,4,0,5,
12.09.21,12:21:54,Bar Dips,5,0,5,
12.09.21,12:21:55,Smith Machine Shoulder Press (seated),1,20,10,
12.09.21,12:21:56,Smith Machine Shoulder Press (seated),2,30,5,
12.09.21,12:21:57,Smith Machine Shoulder Press (seated),3,40,5,
12.09.21,12:21:58,Smith Machine Shoulder Press (seated),4,40,5,
12.09.21,12:21:59,Smith Machine Shoulder Press (seated),5,40,5,
12.09.21,12:22:00,Smith Machine Shoulder Press (seated),6,40,5,
12.09.21,12:22:01,Smith Machine Shoulder Press (seated),7,40,5,
12.09.21,12:22:02,Pulley Machine Rope Triceps Press (standing),1,9,12,
12.09.21,12:22:03,Pulley Machine Rope Triceps Press (standing),2,9,12,
12.09.21,12:22:04,Pulley Machine Rope Triceps Press (standing),3,9,6,
12.09.21,12:22:05,Pulley Machine Rope Triceps Press (standing),4,9,8,
12.09.21,12:22:06,Pulley Machine Rope Triceps Press (standing),5,9,10,
12.09.21,12:22:07,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,10,
12.09.21,12:22:08,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,8,
12.09.21,12:22:09,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,8,
12.09.21,12:22:10,Barbell Squats (standing),1,20,12,
12.09.21,12:22:11,Barbell Squats (standing),2,30,8,
12.09.21,12:22:12,Barbell Squats (standing),3,40,8,
12.09.21,12:22:13,Barbell Squats (standing),4,40,8,
12.09.21,12:22:14,Barbell Squats (standing),5,40,8,
12.09.21,12:22:15,Machine Calf Raise (standing),1,30,12,
12.09.21,12:22:16,Machine Calf Raise (standing),2,30,12,
12.09.21,12:22:17,Machine Calf Raise (standing),3,30,12,
12.09.21,12:22:18,Machine Leg Extension (seated),1,32,12,
12.09.21,12:22:19,Machine Leg Extension (seated),2,32,12,
12.09.21,12:22:20,Machine Leg Extension (seated),3,39,12,
12.09.21,12:22:21,Knee Raise (hanging),1,,12,
12.09.21,12:22:22,Knee Raise (hanging),2,,12,
12.09.21,12:22:23,Knee Raise (hanging),3,,8,
12.09.21,12:22:24,Machine Leg Curl (prone),1,27,12,
12.09.21,12:22:25,Machine Leg Curl (prone),2,27,12,
12.09.21,12:22:26,Machine Leg Curl (prone),3,27,12,
10.09.21,11:48:30,Pull-ups| Underhand Medium Grip,1,8,5,
10.09.21,11:48:31,Pull-ups| Underhand Medium Grip,2,8,5,
10.09.21,11:48:32,Pull-ups| Underhand Medium Grip,3,8,4,
10.09.21,11:48:33,Pull-ups| Underhand Medium Grip,4,8,2,
10.09.21,11:48:34,Pull-ups| Underhand Medium Grip,5,0,3,
10.09.21,11:48:35,Pull-ups| Underhand Medium Grip,6,0,4,
10.09.21,11:48:36,Barbell Upright Row (standing),1,15,10,
10.09.21,11:48:37,Barbell Upright Row (standing),2,15,10,
10.09.21,11:48:38,Leverage Machine Row (seated),1,32,12,
10.09.21,11:48:39,Leverage Machine Row (seated),2,32,10,
10.09.21,11:48:40,Leverage Machine Row (seated),3,32,8,
10.09.21,11:48:41,Leverage Machine Row (seated),4,25,5,
10.09.21,11:48:42,Pulley Machine Face Pulls (standing),1,23,12,
10.09.21,11:48:43,Pulley Machine Face Pulls (standing),2,27,12,
10.09.21,11:48:44,Pulley Machine Face Pulls (standing),3,27,12,
10.09.21,11:48:45,Reverse Barbell Forearm Curl (standing),1,10,12,
10.09.21,11:48:46,Reverse Barbell Forearm Curl (standing),2,10,12,
10.09.21,11:48:47,Reverse Barbell Forearm Curl (standing),3,10,12,
10.09.21,11:48:48,Scott Machine Biceps Curl (seated),1,20,5,
10.09.21,11:48:49,Scott Machine Biceps Curl (seated),2,15,3,
10.09.21,11:48:50,Scott Machine Biceps Curl (seated),3,15,8,
10.09.21,11:48:51,Scott Machine Biceps Curl (seated),4,15,7,
10.09.21,11:48:52,Barbell Squats (standing),1,20,8,
10.09.21,11:48:53,Barbell Squats (standing),2,40,5,
10.09.21,11:48:54,Barbell Squats (standing),3,45,5,
10.09.21,11:48:55,Barbell Squats (standing),4,50,5,
10.09.21,11:48:56,Barbell Squats (standing),5,50,5,
09.09.21,11:08:32,Barbell Flat Bench Press,1,20,8,
09.09.21,11:08:33,Barbell Flat Bench Press,2,30,5,
09.09.21,11:08:34,Barbell Flat Bench Press,3,40,5,
09.09.21,11:08:35,Barbell Flat Bench Press,4,50,4,
09.09.21,11:08:36,Barbell Flat Bench Press,5,50,4,
09.09.21,11:08:37,Barbell Flat Bench Press,6,50,5,
09.09.21,11:08:38,Barbell Flat Bench Press,7,50,3,
09.09.21,11:08:39,Barbell Flat Bench Press,8,50,4,
09.09.21,11:08:40,Barbell Flat Bench Press,9,50,5,
09.09.21,11:08:41,Bar Dips,1,0,5,
09.09.21,11:08:42,Bar Dips,2,0,5,
09.09.21,11:08:43,Bar Dips,3,0,5,
09.09.21,11:08:44,Bar Dips,4,0,5,
09.09.21,11:08:45,Bar Dips,5,0,3,
09.09.21,11:08:46,Bar Dips,6,0,3,
09.09.21,11:08:47,Smith Machine Shoulder Press (seated),1,20,12,
09.09.21,11:08:48,Smith Machine Shoulder Press (seated),2,30,5,
09.09.21,11:08:49,Smith Machine Shoulder Press (seated),3,40,5,
09.09.21,11:08:50,Smith Machine Shoulder Press (seated),4,40,5,
09.09.21,11:08:51,Smith Machine Shoulder Press (seated),5,40,4,
09.09.21,11:08:52,Smith Machine Shoulder Press (seated),6,40,5,
09.09.21,11:08:53,Smith Machine Shoulder Press (seated),7,45,3,
09.09.21,11:08:54,Smith Machine Shoulder Press (seated),8,40,1,
09.09.21,11:08:55,Smith Machine Shoulder Press (seated),9,35,5,
09.09.21,11:08:56,Pulley Machine Rope Triceps Press (standing),1,14,5,
09.09.21,11:08:57,Pulley Machine Rope Triceps Press (standing),2,18,12,
09.09.21,11:08:58,Pulley Machine Rope Triceps Press (standing),3,18,12,
09.09.21,11:08:59,Pulley Machine Rope Triceps Press (standing),4,18,12,
09.09.21,11:09:00,Pulley Machine Rope Triceps Press (standing),5,18,12,
09.09.21,11:09:01,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,10,
09.09.21,11:09:02,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,8,
09.09.21,11:09:03,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,8,
09.09.21,11:09:04,Pull-ups| Underhand Medium Grip,1,12,5,
09.09.21,11:09:05,Pull-ups| Underhand Medium Grip,2,12,5,
09.09.21,11:09:06,Pull-ups| Underhand Medium Grip,3,12,5,
09.09.21,11:09:07,Pull-ups| Underhand Medium Grip,4,12,5,
09.09.21,11:09:08,Pull-ups| Underhand Medium Grip,5,0,2,
09.09.21,11:09:09,Pull-ups| Underhand Medium Grip,6,12,3,
09.09.21,11:09:10,Pull-ups| Underhand Medium Grip,7,0,2,
09.09.21,11:09:11,Barbell Row| Bent Over (standing),1,20,12,
09.09.21,11:09:12,Barbell Row| Bent Over (standing),2,30,6,
09.09.21,11:09:13,Barbell Row| Bent Over (standing),3,30,6,
09.09.21,11:09:14,Barbell Row| Bent Over (standing),4,30,6,
09.09.21,11:09:15,Barbell Row| Bent Over (standing),5,30,6,
09.09.21,11:09:16,Barbell Row| Bent Over (standing),6,30,8,
09.09.21,11:09:17,Barbell Upright Row (standing),1,15,12,
09.09.21,11:09:18,Barbell Upright Row (standing),2,15,12,
09.09.21,11:09:19,Barbell Upright Row (standing),3,15,12,
09.09.21,11:09:20,Pulley Machine Face Pulls (standing),1,12.5,12,
09.09.21,11:09:21,Pulley Machine Face Pulls (standing),2,19,12,
09.09.21,11:09:22,Pulley Machine Face Pulls (standing),3,14,12,
09.09.21,11:09:23,Pulley Machine Face Pulls (standing),4,19,12,
09.09.21,11:09:24,Reverse Barbell Forearm Curl (standing),1,15,12,
09.09.21,11:09:25,Reverse Barbell Forearm Curl (standing),2,15,12,
09.09.21,11:09:26,Reverse Barbell Forearm Curl (standing),3,15,12,
09.09.21,11:09:27,Scott Machine Biceps Curl (seated),1,18,10,
09.09.21,11:09:28,Scott Machine Biceps Curl (seated),2,18,10,
09.09.21,11:09:29,Scott Machine Biceps Curl (seated),3,23,5,
09.09.21,11:09:30,Scott Machine Biceps Curl (seated),4,9,10,
06.09.21,10:06:05,Barbell Squats (standing),1,20,12,
06.09.21,10:06:06,Barbell Squats (standing),2,30,5,
06.09.21,10:06:07,Barbell Squats (standing),3,40,5,
06.09.21,10:06:08,Barbell Squats (standing),4,50,5,
06.09.21,10:06:09,Barbell Squats (standing),5,50,5,
06.09.21,10:06:10,Barbell Squats (standing),6,50,5,
06.09.21,10:06:11,Barbell Squats (standing),7,50,5,
06.09.21,10:06:12,Barbell Squats (standing),8,50,5,
06.09.21,10:06:13,Barbell Squats (standing),9,50,5,
06.09.21,10:06:14,Machine Calf Raise (standing),1,30,12,
06.09.21,10:06:15,Machine Calf Raise (standing),2,30,12,
06.09.21,10:06:16,Machine Calf Raise (standing),3,30,12,
06.09.21,10:06:17,Machine Crunch (seated),1,45,12,
06.09.21,10:06:18,Machine Crunch (seated),2,45,12,
06.09.21,10:06:19,Machine Leg Extension (seated),1,32,12,
06.09.21,10:06:20,Machine Leg Extension (seated),2,32,12,
06.09.21,10:06:21,Machine Leg Extension (seated),3,32,12,
06.09.21,10:06:22,Bar Dips,1,0,5,
06.09.21,10:06:23,Bar Dips,2,0,5,
06.09.21,10:06:24,Bar Dips,3,0,5,
06.09.21,10:06:25,Bar Dips,4,0,5,
06.09.21,10:06:26,Bar Dips,5,0,5,
06.09.21,10:06:27,Barbell Flat Bench Press,1,20,12,
06.09.21,10:06:28,Barbell Flat Bench Press,2,30,5,
06.09.21,10:06:29,Barbell Flat Bench Press,3,40,5,
06.09.21,10:06:30,Barbell Flat Bench Press,4,45,4,
06.09.21,10:06:31,Barbell Flat Bench Press,5,45,4,
06.09.21,10:06:32,Barbell Flat Bench Press,6,45,5,
06.09.21,10:06:33,Barbell Flat Bench Press,7,45,5,
06.09.21,10:06:34,Barbell Flat Bench Press,8,45,5,
06.09.21,10:06:35,Smith Machine Shoulder Press (seated),1,20,12,
06.09.21,10:06:36,Smith Machine Shoulder Press (seated),2,35,5,
06.09.21,10:06:37,Smith Machine Shoulder Press (seated),3,40,5,
06.09.21,10:06:38,Smith Machine Shoulder Press (seated),4,40,5,
06.09.21,10:06:39,Smith Machine Shoulder Press (seated),5,40,5,
06.09.21,10:06:40,Smith Machine Shoulder Press (seated),6,45,5,
06.09.21,10:06:41,Smith Machine Shoulder Press (seated),7,45,5,
06.09.21,10:06:42,Pulley Machine Rope Triceps Press (standing),1,18,12,
06.09.21,10:06:43,Pulley Machine Rope Triceps Press (standing),2,23,12,
06.09.21,10:06:44,Pulley Machine Rope Triceps Press (standing),3,18,12,
06.09.21,10:06:45,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,12,
06.09.21,10:06:46,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,12,
06.09.21,10:06:47,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,12,
03.09.21,11:05:00,Barbell Squats (standing),1,20,8,
03.09.21,11:05:01,Barbell Squats (standing),2,30,5,
03.09.21,11:05:02,Barbell Squats (standing),3,40,5,
03.09.21,11:05:03,Barbell Squats (standing),4,50,5,
03.09.21,11:05:04,Barbell Squats (standing),5,55,5,
03.09.21,11:05:05,Barbell Squats (standing),6,60,3,
03.09.21,11:05:06,Barbell Squats (standing),7,60,3,
03.09.21,11:05:07,Barbell Squats (standing),8,60,5,
03.09.21,11:05:08,Barbell Deadlift,1,60,5,
03.09.21,11:05:09,Machine Calf Raise (standing),1,30,12,
03.09.21,11:05:10,Machine Calf Raise (standing),2,30,20,
03.09.21,11:05:11,Machine Calf Raise (standing),3,30,13,
03.09.21,11:05:12,Machine Leg Extension (seated),1,32,12,
03.09.21,11:05:13,Machine Leg Extension (seated),2,32,12,
03.09.21,11:05:14,Machine Leg Extension (seated),3,39,12,
03.09.21,11:05:15,Knee Raise (hanging),1,,4,
03.09.21,11:05:16,Knee Raise (hanging),2,,8,
03.09.21,11:05:17,Knee Raise (hanging),3,,8,
03.09.21,11:05:18,Knee Raise (hanging),4,,4,
03.09.21,11:05:19,Knee Raise (hanging),5,,6,
03.09.21,11:05:20,Knee Raise (hanging),6,,6,
03.09.21,11:05:21,Machine Crunch (seated),1,41,15,
03.09.21,11:05:22,Machine Crunch (seated),2,41,12,
03.09.21,11:05:23,Machine Crunch (seated),3,45,12,
03.09.21,11:05:24,Machine Crunch (seated),4,45,12,
03.09.21,11:05:25,Machine Leg Curl (seated),1,32,12,
03.09.21,11:05:26,Machine Leg Curl (seated),2,39,12,
03.09.21,11:05:27,Machine Leg Curl (seated),3,39,12,
03.09.21,11:05:28,Barbell Flat Bench Press,1,20,12,
